#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
## Generic strings;;;;;;;;;;;X
##;;;;;;;;;;;X
EVT_233074_DESC; Lebanon is considered to be a small nation in the eyes of the rest of the world, with an population base of around 3.7 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233075_DESC; Liberia is considered to be a small nation in the eyes of the rest of the world, with an population base of around 3.3 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233076_DESC; Lithuania is considered to be a small nation in the eyes of the rest of the world, with an population base of around 3.6 million people. We have an GDP per capitia of around 10.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 5. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233077_DESC; Luxembourg is considered to be a small nation in the eyes of the rest of the world, with an population base of around 0.5 million people. We have an GDP per capitia above 30.000 USD, this makes us one of the richest and most developed nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 9. (Negligible) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233078_DESC; Madagaskar is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 17 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233079_DESC; Mali is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 12 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233080_DESC; Malta is considered to be a small nation in the eyes of the rest of the world, with an population base of around 0.4 million people. We have an GDP per capitia of around 20.000 USD. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 5. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233081_DESC; Mauritania is considered to be a small nation in the eyes of the rest of the world, with an population base of around 3 million people. We have an GDP per capitia of around 2.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233082_DESC; Mexico is considered to be a large nation in the eyes of the rest of the world, with an population base of around 105 million people. We have an GDP per capitia of around 10.000 USD. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 4. (Widespread) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233083_DESC; Malaysia is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 23 million people. We have an GDP per capitia of around 10.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 5. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233084_DESC; Mongolia is considered to be a small nation in the eyes of the rest of the world, with an population base of around 2.7 million people. We have an GDP per capitia of around 2.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233085_DESC; Morocco is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 32 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233086_DESC; Mozambique is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 17 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233087_DESC; Namibia is considered to be a small nation in the eyes of the rest of the world, with an population base of around 2 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 5. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233088_DESC; Mepal is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 26 million people. We have an GDP per capitia of around 2.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 1. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233089_DESC; Nicaragua is considered to be a small nation in the eyes of the rest of the world, with an population base of around 5 million people. We have an GDP per capitia of around 2.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233090_DESC; Nigeria is considered to be a large nation in the eyes of the rest of the world, with an population base of around 134 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. Our economy is rapidly expanding with high growth and large-scale investments. Our economy and state finances are completely dependent on our petrolium industry. The level of corruption in our country on a scale from 10-1 is 1. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233091_DESC; Norway is considered to be a small nation in the eyes of the rest of the world, with an population base of around 4.6 million people. We have an GDP per capitia above 30.000 USD, this makes us one of the richest and most developed nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. Our economy and state finances are completely dependent on our petrolium industry. The level of corruption in our country on a scale from 10-1 is 9. (Negligible) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233092_DESC; New Zealand is considered to be a small nation in the eyes of the rest of the world, with an population base of around 4 million people. We have an GDP per capitia of around 20.000 USD. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 9. (Negligible) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233093_DESC; Oman is considered to be a small nation in the eyes of the rest of the world, with an population base of around 3 million people. We have an GDP per capitia of around 15.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. Our economy and state finances are completely dependent on our petrolium industry. The level of corruption in our country on a scale from 10-1 is 6. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233094_DESC; Chad is considered to be a small nation in the eyes of the rest of the world, with an population base of around 9 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) Although we no longer are a french colony, France continues to dominate our economy, politics and has a military presence in our country. The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233095_DESC; Pakistan is considered to be a large nation in the eyes of the rest of the world, with an population base of around 151 million people. We have an GDP per capitia of around 2.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233096_DESC; Panama is considered to be a small nation in the eyes of the rest of the world, with an population base of around 3 million people. We have an GDP per capitia of around 5.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233097_DESC; Paraguay is considered to be a small nation in the eyes of the rest of the world, with an population base of around 6 million people. We have an GDP per capitia of around 2.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233098_DESC; The Islamic Republic of Iran is considered to be a large nation in the eyes of the rest of the world, with an population base of around 68 million people. We have an GDP per capitia of around 5.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. Our economy and state finances are completely dependent on our petrolium industry. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233099_DESC; The Philippines is considered to be a large nation in the eyes of the rest of the world, with an population base of around 85 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233100_DESC; Poland is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 39 million people. We have an GDP per capitia of around 10.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 4. (Widespread) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233101_DESC; Portugal is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 10 million people. We have an GDP per capitia of around 20.000 USD. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 7. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233102_DESC; Papua New Guinea is considered to be a small nation in the eyes of the rest of the world, with an population base of around 5 million people. We have an GDP per capitia of around 2.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233103_DESC; Peru is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 28 million people. We have an GDP per capitia of around 5.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 4. (Widespread) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233104_DESC; Qatar is considered to be a small  nation in the eyes of the rest of the world, with an population base of around 0.8 million people. We have an GDP per capitia of around 15.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 6. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233105_DESC; Togo is considered to be a small nation in the eyes of the rest of the world, with an population base of around 5.5 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233106_DESC; Romania is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 22 million people. We have an GDP per capitia of around 5.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233107_DESC; Rwanda is considered to be a small nation in the eyes of the rest of the world, with an population base of around 8 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233108_DESC; The Russian Federation is considered to be a large nation in the eyes of the rest of the world, with an population base of around 145 million people. We have an GDP per capitia of around 10.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. Our economy and state finances are completely dependent on our petrolium industry. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233109_DESC; South Africa is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 43 million people. We have an GDP per capitia of around 10.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 4. (Widespread) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233110_DESC; El Salvador is considered to be a small nation in the eyes of the rest of the world, with an population base of around 6.5 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 4. (Widespread) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233111_DESC; Sri Lanka is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 20 million people. We have an GDP per capitia of around 2.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233112_DESC; The Kingdom of Saudi Arabia is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 24 million people. We have an GDP per capitia of around 10.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. Our economy and state finances are completely dependent on our petrolium industry. The level of corruption in our country on a scale from 10-1 is 5. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233113_DESC; The Former Yugoslavian Republic of Macedonia is considered to be a small nation in the eyes of the rest of the world, with an population base of around 2 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233114_DESC; Switzerland is considered to be a small nation in the eyes of the rest of the world, with an population base of around 7 million people. We have an GDP per capitia above 30.000 USD, this makes us one of the richest and most developed nations in the world. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 9. (Negligible) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233115_DESC; The Carribean is considered to be a small nation in the eyes of the rest of the world, with a very small population. We have an GDP per capitia of around 2.000 USD. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233116_DESC; Serbia is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 10 million people. We have an GDP per capitia of around 5.000 USD. Although decimated by the fall of Yugoslavia and the NATO bombing campaign in 1999, our economy is now rapidly expanding with high growth and large-scale investments, being nicknamed the tiger of the Balkans. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233117_DESC; Thailand is considered to be a large nation in the eyes of the rest of the world, with an population base of around 64 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233118_DESC; Senegal is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 10 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233119_DESC; Sierra Leone is considered to be a small nation in the eyes of the rest of the world, with an population base of around 6 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233120_DESC; Singapore is considered to be a small nation in the eyes of the rest of the world, with an population base of around 5 million people. We have an GDP per capitia of around 20.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 9. (Negligible) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233121_DESC; Slovakia is considered to be a small nation in the eyes of the rest of the world, with an population base of around 5.4 million people. We have an GDP per capitia of around 10.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 4. (Widespread) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233122_DESC; Slovenia is considered to be a small nation in the eyes of the rest of the world, with an population base of around 2 million people. We have an GDP per capitia of around 20.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 6. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233123_DESC; Somalia is considered to be a small nation in the eyes of the rest of the world, with an population base of around 8 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. Our economy is stagnant, and our prospects for future economic growth are dim due to instability and war. The level of corruption in our country on a scale from 10-1 is 1. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233124_DESC; Spain is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 40 million people. We have an GDP per capitia of around 20.000 USD. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 7. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233125_DESC; Suriname is considered to be a small nation in the eyes of the rest of the world, with an population base of around 0.4 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233126_DESC; Sudan is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 38 million people. We have an GDP per capitia of around 2.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. Our economy and state finances are completely dependent on our petrolium industry. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233127_DESC; Sweden is considered to be a small nation in the eyes of the rest of the world, with an population base of around 9 million people. We have an GDP per capitia above 30.000 USD, this makes us one of the richest and most developed nations in the world. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 9. (Negligible) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233128_DESC; Syria is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 18 million people. We have an GDP per capitia of around 2.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233129_DESC; Tajikistan is considered to be a small nation in the eyes of the rest of the world, with an population base of around 7 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233130_DESC; Tanzania is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 36 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233131_DESC; East Timor, or Timor Leste is considered to be a small nation in the eyes of the rest of the world, with an population base of around 1 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233132_DESC; The Republic of China, often called Taiwan, is considered to be a medium sized nation in the eyes of the rest of the world, although we are not recognized by most countries as an sovereign country. We an population base of around 23 million people. We have an GDP per capitia above 30.000 USD, this makes us one of the richest and most developed nations in the world. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 6. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233133_DESC; Turkmenistan is considered to be a small nation in the eyes of the rest of the world, with an population base of around 5 million people. We have an GDP per capitia of around 5.000 USD. Our economy is rapidly expanding with high growth and large-scale investments. Our economy and state finances are completely dependent on our petrolium industry. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233134_DESC; Tunisia is considered to be a small nation in the eyes of the rest of the world, with an population base of around 9.9 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 5. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233135_DESC; Turkey is considered to be a large nation in the eyes of the rest of the world, with an population base of around 68 million people. We have an GDP per capitia of around 5.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 4. (Widespread) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233136_DESC; Zambia is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 10 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233137_DESC; Mauritius is considered to be a small nation in the eyes of the rest of the world, with an population base of around 1.2 million people. We have an GDP per capitia of around 10.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 4. (Widespread) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233138_DESC; Malawi is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 12 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. Our economy is rapidly expanding with high growth and large-scale investments. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233139_DESC; The European Union is considered to be a great power in the eyes of the rest of the world, with most western european countries being members, and with expansion plans to include most of eastern europe. We have an GDP per capitia above 30.000 USD, this makes us one of the richest and most developed regions in the world. Our economy is stagnant, and our prospects for future economic growth are dim. The average level of corruption in our member states on a scale from 10-1 is 6. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233140_DESC; Botswana is considered to be a small nation in the eyes of the rest of the world, with an population base of around 1.6 million people. We have an GDP per capitia of around 10.000 USD. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 6. (Medium) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233141_DESC; Burkina Faso is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 13 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233142_DESC; The Democratic Peoples Republic of Korea is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 22 million people. We have an GDP per capitia of around 2.000 USD. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 3. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233143_DESC; The Central African Republic is considered to be a small nation in the eyes of the rest of the world, with an population base of around 3.7 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) Although we no longer are a french colony, France continues to dominate our economy, politics and has a military presence in our country. The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233144_DESC; The Democratic Republic of Congo is considered to be a large nation in the eyes of the rest of the world, with an population base of around 57 million people. We have an GDP per capitia below 500 USD, this makes us one of the poorest nations in the world. While we have some economic growth and are attracting investments, our economy is not expanding in quite the pace we would like. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
EVT_233145_DESC; Cote d'Ivoire, also named Ivory Coast, is considered to be a medium sized nation in the eyes of the rest of the world, with an population base of around 17 million people. We have an GDP per capitia of around 2.000 USD. Our economy is stagnant, and our prospects for future economic growth are dim. The level of corruption in our country on a scale from 10-1 is 2. (Crippling) Although we no longer are a french colony, France continues to dominate our economy, politics and has a military presence in our country. The oil price is currently in the 40-dollar per barrel range, and the world economy as a whole is in a period of growth.;;;;;;;;;;X
