#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
#;;;;;;;;;;;X
MDS_DESC;War on Terror (2003);;;Guerra del terror (2003);Krieg gegen den Terror (2003);;;;;;x
CON_DESC;Since 1997, the Democratic Republic of the Congo (DROCformerly called Zaire) has been rent by ethnic strife and civil war, touched off by a massive inflow in 1994 of refugees from the fighting in Rwanda and Burundi. The government of former president Mobutu Sese Seko was toppled by a rebellion led by Laurent Kabila in May 1997his regime was subsequently challenged by a Rwanda- and Uganda-backed rebellion in August 1998. Troops from Zimbabwe, Angola, Namibia, Chad, and Sudan intervened to support the Kinshasa regime. A cease-fire was signed on 10 July 1999 by the DROC, Zimbabwe, Angola, Uganda, Namibia, Rwanda, and Congolese armed rebel groups, but sporadic fighting continued. Kabila was assassinated on 16 January 2001 and his son Joseph Kabila was named head of state ten days later. In October 2002, the new president was successful in negotiating the withdrawal of occupying Rwandan forces from eastern Congotwo months later, the Pretoria Accord was signed by all remaining warring parties to end the fighting and set up a government of national unity.;;;;;;;;;;x
U88_DESC;Côte d'Ivoire. Also named Ivory Coast in English. By the end of the 1880s, France had established what passed for control over the coastal regions of Côte d'Ivoire, and in 1889 Britain recognized French sovereignty in the area. That same year, France named Treich-Laplène titular governor of the territory. In 1893 Côte d'Ivoire was made a French colony, and then Captain Binger was appointed governor. Agreements with Liberia in 1892 and with Britain in 1893 determined the eastern and western boundaries of the colony, but the northern boundary was not fixed until 1947 because of efforts by the French government to attach parts of Upper Volta (present-day Burkina Faso) and French Sudan (present-day Mali) to Côte d'Ivoire for economic and administrative reasons.;;;;;;;;;;x
U18_DESC;In the period following the opening of the Suez canal in 1869, when European powers scrambled for territory in Africa and tried to establish coaling stations for their ships, Italy invaded Ethiopia and occupied Eritrea. On January 1, 1890, Eritrea officially became a colony of Italy. In 1936, it became a province of Italian East Africa (Africa Orientale Italiana), along with Ethiopia and Italian Somaliland. By 1941, Eritrea had about 760,000 inhabitants, including 70,000 Italians. Through the 1941 Battle of Keren, the British expelled the Italians and took over the administration of the country. The British continued to administer the territory under a UN Mandate until 1951, when Eritrea was federated with Ethiopia per UN Resolution 390A(V) under the prompting of the United States adopted in December 1950.;;;;;;;;;;X
U52_DESC;The Trucial States of the Persian Gulf coast granted the UK control of their defense and foreign affairs in 19th century treaties. In 1971, six of these states - Abu Zaby, 'Ajman, Al Fujayrah, Ash Shariqah, Dubayy, and Umm al Qaywayn - merged to form the United Arab Emirates (UAE). They were joined in 1972 by Ra's al Khaymah. The UAE's per capita GDP is on par with those of leading West European nations. Its generosity with oil revenues and its moderate foreign policy stance have allowed the UAE to play a vital role in the affairs of the region.;;;;;;;;;;x
U90_DESC;The colonial history of Kenya dates from the establishment of a German protectorate over the Sultan of Zanzibar's coastal possessions in 1885, followed by the arrival of the Imperial British East Africa Company in 1888. Incipient imperial rivalry was forestalled when Germany handed its coastal holdings to Britain in 1890. This was followed by the building of the Kenya–Uganda railway passing through the country. This was resisted by some tribes — notably the Nandi led by Orkoiyot Koitalel Arap Samoei for ten years from 1895 to 1905 — still the British eventually built the railway. On 12 December 1964 the Republic of Kenya was proclaimed, and Jomo Kenyatta became Kenya's first president.[45] At Kenyatta's death in 1978, Daniel arap Moi became President. Daniel arap Moi retained the Presidency, being unopposed in elections held in 1979, 1983 (snap elections) and 1988, all of which were held under the single party constitution. The 1983 elections were held a year early, and were a direct result of an abortive military coup attempt on 2 August 1982. In democratic, multiparty elections in 1992 and 1997, Daniel arap Moi won re-election.;;;;;;;;;;x
U91_DESC;Britain oversaw foreign relations and defense for the ruling Kuwaiti Al-Sabah dynasty from 1899 until independence in 1961. Kuwait was attacked and overrun by Iraq on 2 August 1990. Following several weeks of aerial bombardment, a US-led, UN coalition began a ground assault on 23 February 1991 that liberated Kuwait in four days. Kuwait spent more than $5 billion to repair oil infrastructure damaged during 1990-91.;;;;;;;;;;x
U31_DESC;Formerly part of Romania, Moldova was incorporated into the Soviet Union at the close of World War II. Although independent from the USSR since 1991, Russian forces have remained on Moldovan territory east of the Dniester River supporting the Slavic majority population, mostly Ukrainians and Russians, who have proclaimed a 'Transnistria' republic. The poorest nation in Europe, Moldova became the first former Soviet state to elect a Communist as its president in 2001.;;;;;;;;;;x
U70_DESC;Uganda, officially the Republic of Uganda, is a landlocked country in East Africa. Uganda is bordered on the east by Kenya, on the north by South Sudan, on the west by the Democratic Republic of the Congo, on the southwest by Rwanda, and on the south by Tanzania. The southern part of the country includes a substantial portion of Lake Victoria, which is also shared by Kenya and Tanzania. Uganda takes its name from the Buganda kingdom, which encompasses a large portion of the south of the country including the capital Kampala. Arab traders moved inland from the Indian Ocean coast of East Africa in the 1830s. They were followed in the 1860s by British explorers searching for the source of the Nile. Protestant missionaries entered the country in 1877, followed by Catholic missionaries in 1879. The United Kingdom placed the area under the charter of the British East Africa Company in 1888, and ruled it as a protectorate from 1894.  Uganda gained independence from Britain in 1962, maintaining its Commonwealth membership.;;;;;;;;;;x
UKR_DESC;Ukraine was the center of the first Slavic state, Kievan Rus, which during the 10th and 11th centuries was the largest and most powerful state in Europe. Weakened by internecine quarrels and Mongol invasions, Kievan Rus was incorporated into the Grand Duchy of Lithuania and eventually into the Polish-Lithuanian Commonwealth. The cultural and religious legacy of Kievan Rus laid the foundation for Ukrainian nationalism through subsequent centuries. A new Ukrainian state, the Cossack Hetmanate, was established during the mid-17th century after an uprising against the Poles. Despite continuous Muscovite pressure, the Hetmanate managed to remain autonomous for well over 100 years. During the latter part of the 18th century, most Ukrainian ethnographic territory was absorbed by the Russian Empire. Following the collapse of czarist Russia in 1917, Ukraine was able to bring about a short-lived period of independence (1917-20), but was reconquered and forced to endure a brutal Soviet rule that engineered two artificial famines (1921-22 and 1932-33) in which over 8 million died. In World War II, German and Soviet armies were responsible for some 7 to 8 million more deaths. Although final independence for Ukraine was achieved in 1991 with the dissolution of the USSR, democracy remained elusive as the legacy of state control and endemic corruption stalled efforts at economic reform, privatization, and civil liberties.;;;;;;;;;;x
URU_DESC;A violent Marxist urban guerilla movement, the Tupamaros, launched in the late 1960s, led Uruguay's president to agree to military control of his administration in 1973. By yearend, the rebels had been crushed, but the military continued to expand its hold throughout the government. Civilian rule was not restored until 1985. Uruguay's political and labor conditions are among the freest on the continent.;;;;;;;;;;x
USA_DESC;Britain's American colonies broke with the mother country in 1776 and were recognized as the new nation of the United States of America following the Treaty of Paris in 1783. During the 19th and 20th centuries, 37 new states were added to the original 13 as the nation expanded across the North American continent and acquired a number of overseas possessions. Buoyed by victories in World Wars I and II and the end of the Cold War in 1991, the US remains the world's most powerful nation state, and the world's hegemonic power. It spends more resources on it's military than the rest of the world combined, and has around 1.000 bases worldwide. In responce to the 9/11 terror attacks, it occupies Afghanistan, and have started a massive bombing campaign against Iraq, which is set to be followed by an full blown invasion. However, in the long run, the rise of China and the resurgence of Russia are creating dark clouds on the horison of what it has planned to be yet another 'American Century'. Will the American military power be sufficient to remain the world's hegemon?;;;;;;;;;;x
UZB_DESC;Russia conquered Uzbekistan in the late 19th century. Stiff resistance to the Red Army after World War I was eventually suppressed and a socialist republic set up in 1924. During the Soviet era, intensive production of 'white gold' (cotton) and grain led to overuse of agrochemicals and the depletion of water supplies, which have left the land poisoned and the Aral Sea and certain rivers half dry. Independent since 1991, the country seeks to gradually lessen its dependence on agriculture while developing its mineral and petroleum reserves. Current concerns include terrorism by Islamic militants, economic stagnation, and the curtailment of human rights and democratization.;;;;;;;;;;x
VEN_DESC;Venezuela was one of three countries that emerged from the collapse of Gran Colombia in 1830 (the others being Colombia and Ecuador). For most of the first half of the 20th century, Venezuela was ruled by generally benevolent military strongmen, who promoted the oil industry and allowed for some social reforms. Democratically elected governments have held sway since 1959. Current concerns include: a polarized political environment, a politicized military, drug-related violence along the Colombian border, increasing internal drug consumption, overdependence on the petroleum industry with its price fluctuations, and irresponsible mining operations that are endangering the rain forest and indigenous peoples.;;;;;;;;;;x
U94_DESC;"While most of what is now Niger has been subsumed into the inhospitable Sahara desert in the last two thousand years, five thousand years ago the north of the country was fertile grasslands. Populations of pastoralists have left paintings of abundant wildlife, domesticated animals, chariots, and a complex culture that dates back to at least 10,000 BCE. Several former northern villages and archaeological sites date from the Green Sahara period of 7,500–7,000 to 3,500–3,000 BCE. The Songhai Empire expanded into what is modern Niger from the 15th century, reaching as far as Agadez before its collapse in 1591, from which the modern Zarma and Songhai peoples trace their history. In the 19th century, contact with the West began when the first European explorers — notably Mungo Park (British) and Heinrich Barth (German) — explored the area, searching for the source of the Niger River. Although French efforts at ""pacification"" began before 1900, dissident ethnic groups, especially the desert Tuareg, were not fully subdued until 1922, when Niger became a French colony. ";;;;;;;;;;x
VIE_DESC;The conquest of Vietnam by France began in 1858 and was completed by 1884. It became part of French Indochina in 1887. Independence was declared after World War II, but the French continued to rule until 1954 when they were defeated by Communist forces under Ho Chi MINH, who took control of the North. US economic and military aid to South Vietnam grew through the 1960s in an attempt to bolster the government, but US armed forces were withdrawn following a cease-fire agreement in 1973. Two years later, North Vietnamese forces overran the South. Despite the return of peace, for over two decades the country experienced little economic growth because of conservative leadership policies. Since 2001, Vietnamese authorities have committed to economic liberalization and enacted structural reforms needed to modernize the economy and to produce more competitive, export-driven industries. The country continues to experience protests from the Montagnard ethnic minority population of the Central Highlands over loss of land to Vietnamese settlers and religious persecution.;;;;;;;;;;x
YEM_DESC;North Yemen became independent of the Ottoman Empire in 1918. The British, who had set up a protectorate area around the southern port of Aden in the 19th century, withdrew in 1967 from what became South Yemen. Three years later, the southern government adopted a Marxist orientation. The massive exodus of hundreds of thousands of Yemenis from the south to the north contributed to two decades of hostility between the states. The two countries were formally unified as the Republic of Yemen in 1990. A southern secessionist movement in 1994 was quickly subdued. In 2000, Saudi Arabia and Yemen agreed to a delimitation of their border.;;;;;;;;;;x
U56_DESC;The UK annexed Southern Rhodesia from the South Africa Company in 1923. A 1961 constitution was formulated that favored whites in power. In 1965 the government unilaterally declared its independence, but the UK did not recognize the act and demanded more complete voting rights for the black African majority in the country (then called Rhodesia). UN sanctions and a guerrilla uprising finally led to free elections in 1979 and independence (as Zimbabwe) in 1980. Robert Mugabe, the nation's first prime minister, has been the country's only ruler (as president since 1987) and has dominated the country's political system since independence. His chaotic land redistribution campaign begun in 2000 caused an exodus of white farmers, crippled the economy, and ushered in widespread shortages of basic commodities. Ignoring international condemnation, Mugabe rigged the 2002 presidential election to ensure his reelection.;;;;;;;;;;x
U74_DESC;Bangladesh came into existence in 1971 when Bengali East Pakistan seceded from its union with West Pakistan. About a third of this extremely poor country floods annually during the monsoon rainy season, hampering economic development.;;;;;;;;;;x
##;;;;;;;;;;;X
##;;;;;;;;;;;x
natowp_rus;"The Warsaw Pact or Warsaw Treaty, officially named the Treaty of Friendship, Co-operation and Mutual Assistance, was an organization of Central and Eastern European Communist states. It was established in 1955 in Warsaw, Poland to counter the alleged threat from the NATO alliance (which had been established in 1949). The creation of the Warsaw Pact was prompted by the integration of a ""re-militarized"" West Germany into NATO via ratification of the Paris Agreements. As the Cold War in the eighties heated up, new and modern equipment entered into service throughout NATO and the Warsaw Pact in ever increasing numbers. By July 1989, most of Europe had become an armed camp with both sides having reached a pinnacle of proficiency and capability. This ""what if"" battlescenario is about a real war between the two sides in this time. You have an advantage in numbers, and the reinforcements from the USA needs time to arrive. Act fast, be victorious, and bring glory to your motherland !";;;;;;;;;;x
natowp_usa;"NATO was organized on 4 April 1949 with 12 original members as a response to the growing Soviet threat. Belgium, Canada, Denmark, France, Great Britain, Iceland, Italy, Luxembourg, Netherlands, Norway, Portugal and the United States became a unified force to protect Western Europe. Greece and Turkey joined NATO on 18 February 1952 followed by West Germany on 9 May 1955. Spain joined on 30 May 1982. As the Cold War in the eighties heated up, new and modern equipment entered into service throughout NATO and the Warsaw Pact in ever increasing numbers. By July 1989, most of Europe had become an armed camp with both sides having reached a pinnacle of proficiency and capability. This ""what if"" battlescenario is about a real war between the two sides in this time. It's up to you to stop the overwhelming communist force. Whitout nuclear weapons, it will be a hard task. But the freedom of the world depends on you. Good luck, solider!";;;;;;;;;;x
EVT_37453_NAME;Indian general election 2009;;;;;;;;;;X
EVT_37453_DESC;Legislative elections are held today in India. Which party wins?;;;;;;;;;;X
EVT_37454_NAME;Indian presidential election 2012;;;;;;;;;;X
EVT_37454_DESC;Presidential elections are held today in India. Which candidate wins?;;;;;;;;;;X
EVT_900050_NAME;2004 Greek Election;;;;;;;;;;X
EVT_900050_DESC;It's Time For Elections.;;;;;;;;;;X
EVT_900051_NAME;2007 Greek Election;;;;;;;;;;X
EVT_900051_DESC;It's Time For Elections.;;;;;;;;;;X
EVT_900052_NAME;2009 Greek Election;;;;;;;;;;X
EVT_900052_DESC;It's Time For Elections.;;;;;;;;;;X
EVT_900053_NAME;2005 Greek Presidential Election;;;;;;;;;;X
EVT_900053_DESC;An indirect presidential election was held in Greece on March 12, 2005.;;;;;;;;;;X
#EOF;;;;;;;;;;;X
#EOF;;;;;;;;;;;X
